mH_GeV  H_llqq_em       H_llqq_emt      H_lvqq_em       H_lvqq_em       H_vvqq          H_4f
400.0 	2.52E-02 	3.78E-02 	8.52E-02 	7.54E-02 	3.96E-01 	8.51E-01
420.0 	2.47E-02 	3.70E-02 	8.27E-02 	7.37E-02 	3.85E-01 	8.27E-01
440.0 	2.44E-02 	3.66E-02 	8.12E-02 	7.29E-02 	3.79E-01 	8.14E-01
460.0 	2.43E-02 	3.65E-02 	8.04E-02 	7.26E-02 	3.76E-01 	8.08E-01
480.0 	2.43E-02 	3.65E-02 	8.00E-02 	7.27E-02 	3.75E-01 	8.06E-01
500.0 	2.45E-02 	3.67E-02 	7.99E-02 	7.31E-02 	3.75E-01 	8.06E-01
520.0 	2.46E-02 	3.70E-02 	8.01E-02 	7.36E-02 	3.76E-01 	8.09E-01
540.0 	2.48E-02 	3.73E-02 	8.04E-02 	7.42E-02 	3.78E-01 	8.13E-01
560.0 	2.51E-02 	3.76E-02 	8.08E-02 	7.48E-02 	3.81E-01 	8.19E-01
580.0 	2.53E-02 	3.80E-02 	8.13E-02 	7.55E-02 	3.83E-01 	8.24E-01
600.0 	2.56E-02 	3.83E-02 	8.18E-02 	7.63E-02 	3.86E-01 	8.30E-01
 
