[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis1_QC_quark}
40 51 15 16 4 0 100 22.107 2.578
40 51 16 17 4 0 100 22.136 2.589
40 51 17 18 4 0 100 21.469 2.574
40 51 18 19 4 0 100 21.213 2.558
40 51 19 20 4 0 100 20.592 2.545
40 51 20 21 4 0 100 22.065 2.535
40 51 21 22 4 0 100 22.441 2.492
40 51 22 23 4 0 100 20.660 2.508
40 51 23 24 4 0 100 22.514 2.507
40 51 24 25 4 0 100 24.575 2.480
51 64 0 1 4 0 100 24.162 2.875
51 64 1 2 4 0 100 23.904 2.880
51 64 2 3 4 0 100 23.292 2.852
51 64 3 4 4 0 100 23.641 2.843
51 64 4 5 4 0 100 24.037 2.845
51 64 5 6 4 0 100 23.744 2.832
51 64 6 7 4 0 100 23.440 2.819
51 64 7 8 4 0 100 22.853 2.814
51 64 8 9 4 0 100 22.861 2.802
51 64 9 10 4 0 100 23.001 2.793
51 64 10 11 4 0 100 22.391 2.781
51 64 11 12 4 0 100 23.684 2.779
51 64 12 13 4 0 100 23.099 2.767
51 64 13 14 4 0 100 22.498 2.768
51 64 14 15 4 0 100 22.439 2.744
51 64 15 16 4 0 100 23.122 2.729
51 64 16 17 4 0 100 22.431 2.732
51 64 17 18 4 0 100 23.060 2.714
51 64 18 19 4 0 100 22.747 2.707
51 64 19 20 4 0 100 23.113 2.698
51 64 20 21 4 0 100 22.764 2.685
51 64 21 22 4 0 100 23.035 2.702
51 64 22 23 4 0 100 22.793 2.665
51 64 23 24 4 0 100 22.539 2.673
51 64 24 25 4 0 100 28.695 2.671
64 80 0 1 4 0 100 26.269 3.024
64 80 1 2 4 0 100 25.010 3.000
64 80 2 3 4 0 100 25.778 3.013
64 80 3 4 4 0 100 23.442 2.989
64 80 4 5 4 0 100 23.993 2.988
64 80 5 6 4 0 100 23.039 2.969
64 80 6 7 4 0 100 23.488 2.967
64 80 7 8 4 0 100 23.776 2.953
64 80 8 9 4 0 100 24.148 2.952
64 80 9 10 4 0 100 23.588 2.933
64 80 10 11 4 0 100 23.447 2.925
64 80 11 12 4 0 100 23.780 2.917
64 80 12 13 4 0 100 23.729 2.911
64 80 13 14 4 0 100 24.673 2.908
64 80 14 15 4 0 100 23.556 2.890
64 80 15 16 4 0 100 23.551 2.883
64 80 16 17 4 0 100 22.327 2.872
64 80 17 18 4 0 100 23.436 2.888
64 80 18 19 4 0 100 24.146 2.850
64 80 19 20 4 0 100 23.189 2.849
64 80 20 21 4 0 100 22.112 2.821
64 80 21 22 4 0 100 23.901 2.839
64 80 22 23 4 0 100 23.526 2.796
64 80 23 24 4 0 100 22.904 2.791
64 80 24 25 4 0 100 24.041 2.780
80 101 0 1 4 0 100 26.569 3.184
80 101 1 2 4 0 100 24.467 3.152
80 101 2 3 4 0 100 23.935 3.140
80 101 3 4 4 0 100 24.325 3.138
80 101 4 5 4 0 100 24.357 3.127
80 101 5 6 4 0 100 23.934 3.121
80 101 6 7 4 0 100 23.615 3.111
80 101 7 8 4 0 100 23.758 3.103
80 101 8 9 4 0 100 24.298 3.099
80 101 9 10 4 0 100 24.660 3.097
80 101 10 11 4 0 100 23.863 3.079
80 101 11 12 4 0 100 24.373 3.068
80 101 12 13 4 0 100 23.101 3.058
80 101 13 14 4 0 100 23.574 3.050
80 101 14 15 4 0 100 23.770 3.040
80 101 15 16 4 0 100 24.095 3.030
80 101 16 17 4 0 100 24.769 3.037
80 101 17 18 4 0 100 24.133 3.008
80 101 18 19 4 0 100 22.624 2.990
80 101 19 20 4 0 100 24.735 2.981
80 101 20 21 4 0 100 23.803 2.969
80 101 21 22 4 0 100 22.112 2.959
80 101 22 23 4 0 100 25.295 2.966
80 101 23 24 4 0 100 23.426 2.933
80 101 24 25 4 0 100 25.169 2.950
101 127 0 1 4 0 100 25.136 3.271
101 127 1 2 4 0 100 24.748 3.304
101 127 2 3 4 0 100 24.499 3.299
101 127 3 4 4 0 100 24.725 3.285
101 127 4 5 4 0 100 24.190 3.276
101 127 5 6 4 0 100 24.292 3.270
101 127 6 7 4 0 100 24.315 3.270
101 127 7 8 4 0 100 24.470 3.256
101 127 8 9 4 0 100 23.996 3.246
101 127 9 10 4 0 100 24.340 3.240
101 127 10 11 4 0 100 23.424 3.228
101 127 11 12 4 0 100 24.636 3.238
101 127 12 13 4 0 100 24.029 3.220
101 127 13 14 4 0 100 23.804 3.210
101 127 14 15 4 0 100 23.207 3.182
101 127 15 16 4 0 100 23.628 3.187
101 127 16 17 4 0 100 23.902 3.176
101 127 17 18 4 0 100 24.443 3.167
101 127 18 19 4 0 100 24.775 3.161
101 127 19 20 4 0 100 23.645 3.135
101 127 20 21 4 0 100 24.060 3.152
101 127 21 22 4 0 100 26.620 3.120
101 127 22 23 4 0 100 23.703 3.100
101 127 23 24 4 0 100 26.803 3.128
101 127 24 25 4 0 100 24.305 3.077
127 159 0 1 4 0 100 23.923 3.451
127 159 1 2 4 0 100 24.345 3.450
127 159 2 3 4 0 100 23.448 3.434
127 159 3 4 4 0 100 24.543 3.437
127 159 4 5 4 0 100 23.644 3.434
127 159 5 6 4 0 100 23.933 3.421
127 159 6 7 4 0 100 23.748 3.406
127 159 7 8 4 0 100 24.038 3.412
127 159 8 9 4 0 100 23.657 3.399
127 159 9 10 4 0 100 23.905 3.386
127 159 10 11 4 0 100 24.003 3.375
127 159 11 12 4 0 100 24.512 3.387
127 159 12 13 4 0 100 23.631 3.374
127 159 13 14 4 0 100 24.639 3.358
127 159 14 15 4 0 100 23.863 3.356
127 159 15 16 4 0 100 23.744 3.347
127 159 16 17 4 0 100 24.934 3.345
127 159 17 18 4 0 100 24.165 3.318
127 159 18 19 4 0 100 23.501 3.320
127 159 19 20 4 0 100 23.676 3.293
127 159 20 21 4 0 100 24.767 3.266
127 159 21 22 4 0 100 24.097 3.272
127 159 22 23 4 0 100 25.557 3.255
127 159 23 24 4 0 100 23.853 3.234
127 159 24 25 4 0 100 28.359 3.252
159 201 0 1 4 0 100 26.741 3.578
159 201 1 2 4 0 100 24.893 3.591
159 201 2 3 4 0 100 24.742 3.594
159 201 3 4 4 0 100 23.093 3.586
159 201 4 5 4 0 100 23.768 3.576
159 201 5 6 4 0 100 23.534 3.575
159 201 6 7 4 0 100 23.393 3.571
159 201 7 8 4 0 100 23.543 3.562
159 201 8 9 4 0 100 23.865 3.558
159 201 9 10 4 0 100 23.031 3.538
159 201 10 11 4 0 100 24.007 3.541
159 201 11 12 4 0 100 23.482 3.530
159 201 12 13 4 0 100 22.891 3.516
159 201 13 14 4 0 100 24.259 3.531
159 201 14 15 4 0 100 23.036 3.512
159 201 15 16 4 0 100 23.937 3.494
159 201 16 17 4 0 100 24.180 3.489
159 201 17 18 4 0 100 24.274 3.477
159 201 18 19 4 0 100 24.332 3.472
159 201 19 20 4 0 100 23.617 3.450
159 201 20 21 4 0 100 23.790 3.442
159 201 21 22 4 0 100 25.895 3.454
159 201 22 23 4 0 100 27.259 3.443
159 201 23 24 4 0 100 26.483 3.396
159 201 24 25 4 0 100 24.751 3.372
201 252 0 1 4 0 100 25.474 3.737
201 252 1 2 4 0 100 23.964 3.757
201 252 2 3 4 0 100 23.740 3.743
201 252 3 4 4 0 100 24.075 3.749
201 252 4 5 4 0 100 23.947 3.737
201 252 5 6 4 0 100 23.523 3.730
201 252 6 7 4 0 100 23.239 3.726
201 252 7 8 4 0 100 23.113 3.717
201 252 8 9 4 0 100 23.470 3.711
201 252 9 10 4 0 100 23.872 3.710
201 252 10 11 4 0 100 24.014 3.698
201 252 11 12 4 0 100 23.785 3.687
201 252 12 13 4 0 100 23.559 3.682
201 252 13 14 4 0 100 23.678 3.672
201 252 14 15 4 0 100 22.943 3.653
201 252 15 16 4 0 100 23.961 3.656
201 252 16 17 4 0 100 24.737 3.640
201 252 17 18 4 0 100 23.195 3.617
201 252 18 19 4 0 100 22.672 3.610
201 252 19 20 4 0 100 23.612 3.598
201 252 20 21 4 0 100 24.042 3.573
201 252 21 22 4 0 100 23.859 3.568
201 252 22 23 4 0 100 23.370 3.544
201 252 23 24 4 0 100 25.364 3.564
201 252 24 25 4 0 100 26.224 3.530
252 317 0 1 4 0 100 28.455 3.929
252 317 1 2 4 0 100 24.750 3.886
252 317 2 3 4 0 100 24.346 3.887
252 317 3 4 4 0 100 23.954 3.885
252 317 4 5 4 0 100 24.116 3.890
252 317 5 6 4 0 100 23.847 3.892
252 317 6 7 4 0 100 23.944 3.884
252 317 7 8 4 0 100 23.384 3.871
252 317 8 9 4 0 100 23.159 3.854
252 317 9 10 4 0 100 23.819 3.860
252 317 10 11 4 0 100 24.386 3.860
252 317 11 12 4 0 100 23.730 3.845
252 317 12 13 4 0 100 23.879 3.841
252 317 13 14 4 0 100 23.796 3.835
252 317 14 15 4 0 100 23.990 3.814
252 317 15 16 4 0 100 25.151 3.826
252 317 16 17 4 0 100 23.499 3.797
252 317 17 18 4 0 100 26.869 3.816
252 317 18 19 4 0 100 24.893 3.783
252 317 19 20 4 0 100 23.720 3.746
252 317 20 21 4 0 100 25.034 3.767
252 317 21 22 4 0 100 25.499 3.731
252 317 22 23 4 0 100 29.102 3.752
252 317 23 24 4 0 100 22.783 3.662
252 317 24 25 4 0 100 23.445 3.660
317 400 0 1 4 0 100 26.876 4.033
317 400 1 2 4 0 100 25.359 4.036
317 400 2 3 4 0 100 24.758 4.041
317 400 3 4 4 0 100 24.312 4.044
317 400 4 5 4 0 100 24.551 4.047
317 400 5 6 4 0 100 24.059 4.036
317 400 6 7 4 0 100 24.107 4.035
317 400 7 8 4 0 100 24.949 4.037
317 400 8 9 4 0 100 24.016 4.024
317 400 9 10 4 0 100 24.190 4.012
317 400 10 11 4 0 100 24.839 4.014
317 400 11 12 4 0 100 23.834 3.995
317 400 12 13 4 0 100 24.605 3.995
317 400 13 14 4 0 100 24.678 3.991
317 400 14 15 4 0 100 24.439 3.984
317 400 15 16 4 0 100 23.893 3.960
317 400 16 17 4 0 100 24.865 3.970
317 400 17 18 4 0 100 25.989 3.951
317 400 18 19 4 0 100 24.542 3.944
317 400 19 20 4 0 100 23.064 3.904
317 400 20 21 4 0 100 26.333 3.939
317 400 21 22 4 0 100 27.481 3.905
317 400 22 23 4 0 100 27.988 3.886
317 400 23 24 4 0 100 29.521 3.902
317 400 24 25 4 0 100 29.856 3.859
400 503 0 1 4 0 100 32.308 4.211
400 503 1 2 4 0 100 27.484 4.189
400 503 2 3 4 0 100 26.047 4.187
400 503 3 4 4 0 100 26.234 4.203
400 503 4 5 4 0 100 25.127 4.189
400 503 5 6 4 0 100 25.924 4.193
400 503 6 7 4 0 100 25.288 4.181
400 503 7 8 4 0 100 25.161 4.176
400 503 8 9 4 0 100 25.929 4.180
400 503 9 10 4 0 100 25.849 4.172
400 503 10 11 4 0 100 25.632 4.171
400 503 11 12 4 0 100 25.939 4.166
400 503 12 13 4 0 100 25.387 4.152
400 503 13 14 4 0 100 26.973 4.152
400 503 14 15 4 0 100 25.514 4.132
400 503 15 16 4 0 100 26.223 4.136
400 503 16 17 4 0 100 26.145 4.117
400 503 17 18 4 0 100 26.141 4.107
400 503 18 19 4 0 100 25.569 4.103
400 503 19 20 4 0 100 27.317 4.061
400 503 20 21 4 0 100 26.335 4.073
400 503 21 22 4 0 100 27.738 4.067
400 503 22 23 4 0 100 29.940 4.075
400 503 23 24 4 0 100 32.183 4.073
400 503 24 25 4 0 100 28.588 4.009
503 633 0 1 4 0 100 34.806 4.331
503 633 1 2 4 0 100 29.723 4.346
503 633 2 3 4 0 100 28.780 4.355
503 633 3 4 4 0 100 26.907 4.339
503 633 4 5 4 0 100 28.767 4.346
503 633 5 6 4 0 100 27.171 4.339
503 633 6 7 4 0 100 28.155 4.341
503 633 7 8 4 0 100 27.917 4.328
503 633 8 9 4 0 100 27.816 4.324
503 633 9 10 4 0 100 28.529 4.323
503 633 10 11 4 0 100 27.826 4.320
503 633 11 12 4 0 100 28.874 4.318
503 633 12 13 4 0 100 29.834 4.309
503 633 13 14 4 0 100 29.673 4.310
503 633 14 15 4 0 100 27.415 4.283
503 633 15 16 4 0 100 29.103 4.281
503 633 16 17 4 0 100 30.682 4.297
503 633 17 18 4 0 100 29.984 4.281
503 633 18 19 4 0 100 33.239 4.277
503 633 19 20 4 0 100 30.312 4.235
503 633 20 21 4 0 100 30.926 4.245
503 633 21 22 4 0 100 34.610 4.262
503 633 22 23 4 0 100 29.923 4.210
503 633 23 24 4 0 100 32.758 4.187
503 633 24 25 4 0 100 35.292 4.261
633 797 0 1 4 0 100 33.034 4.433
633 797 1 2 4 0 100 32.619 4.453
633 797 2 3 4 0 100 30.743 4.483
633 797 3 4 4 0 100 32.316 4.496
633 797 4 5 4 0 100 31.893 4.496
633 797 5 6 4 0 100 30.799 4.488
633 797 6 7 4 0 100 30.173 4.474
633 797 7 8 4 0 100 32.759 4.487
633 797 8 9 4 0 100 31.003 4.477
633 797 9 10 4 0 100 31.383 4.469
633 797 10 11 4 0 100 32.463 4.473
633 797 11 12 4 0 100 31.376 4.458
633 797 12 13 4 0 100 31.806 4.461
633 797 13 14 4 0 100 31.454 4.452
633 797 14 15 4 0 100 31.843 4.440
633 797 15 16 4 0 100 33.201 4.467
633 797 16 17 4 0 100 31.982 4.422
633 797 17 18 4 0 100 34.274 4.429
633 797 18 19 4 0 100 33.447 4.427
633 797 19 20 4 0 100 33.665 4.374
633 797 20 21 4 0 100 36.470 4.397
633 797 21 22 4 0 100 34.745 4.384
633 797 22 23 4 0 100 42.079 4.400
633 797 23 24 4 0 100 31.769 4.285
633 797 24 25 4 0 100 43.350 4.395
797 1003 0 1 4 0 100 49.470 4.538
797 1003 1 2 4 0 100 37.412 4.574
797 1003 2 3 4 0 100 34.244 4.611
797 1003 3 4 4 0 100 35.271 4.592
797 1003 4 5 4 0 100 36.262 4.612
797 1003 5 6 4 0 100 32.727 4.592
797 1003 6 7 4 0 100 35.019 4.601
797 1003 7 8 4 0 100 34.603 4.580
797 1003 8 9 4 0 100 34.943 4.606
797 1003 9 10 4 0 100 34.667 4.587
797 1003 10 11 4 0 100 33.996 4.579
797 1003 11 12 4 0 100 34.372 4.582
797 1003 12 13 4 0 100 35.966 4.562
797 1003 13 14 4 0 100 36.612 4.569
797 1003 14 15 4 0 100 36.584 4.549
797 1003 15 16 4 0 100 35.712 4.539
797 1003 16 17 4 0 100 40.424 4.585
797 1003 17 18 4 0 100 35.932 4.566
797 1003 18 19 4 0 100 40.969 4.567
797 1003 19 20 4 0 100 44.870 4.567
797 1003 20 21 4 0 100 44.825 4.552
797 1003 21 22 4 0 100 44.412 4.564
797 1003 22 23 4 0 100 45.238 4.518
797 1003 23 24 4 0 100 54.086 4.554
797 1003 24 25 4 0 100 58.771 4.507
1003 1262 0 1 4 0 100 53.181 4.656
1003 1262 1 2 4 0 100 38.655 4.679
1003 1262 2 3 4 0 100 41.339 4.707
1003 1262 3 4 4 0 100 40.079 4.675
1003 1262 4 5 4 0 100 39.756 4.680
1003 1262 5 6 4 0 100 36.919 4.686
1003 1262 6 7 4 0 100 37.974 4.689
1003 1262 7 8 4 0 100 39.346 4.696
1003 1262 8 9 4 0 100 36.358 4.698
1003 1262 9 10 4 0 100 39.736 4.689
1003 1262 10 11 4 0 100 40.259 4.679
1003 1262 11 12 4 0 100 41.182 4.695
1003 1262 12 13 4 0 100 38.614 4.679
1003 1262 13 14 4 0 100 37.607 4.652
1003 1262 14 15 4 0 100 36.224 4.645
1003 1262 15 16 4 0 100 43.610 4.668
1003 1262 16 17 4 0 100 38.116 4.673
1003 1262 17 18 4 0 100 37.715 4.621
1003 1262 18 19 4 0 100 46.384 4.621
1003 1262 19 20 4 0 100 48.817 4.628
1003 1262 20 21 4 0 100 49.267 4.608
1003 1262 21 22 4 0 100 43.778 4.621
1003 1262 22 23 4 0 100 71.166 4.648
1003 1262 23 24 4 0 100 95.218 4.645
1003 1262 24 25 4 0 100 84.754 4.702
1262 1589 0 1 4 0 100 100.000 4.774
1262 1589 1 2 4 0 100 56.585 4.741
1262 1589 2 3 4 0 100 47.177 4.748
1262 1589 3 4 4 0 100 41.096 4.743
1262 1589 4 5 4 0 100 36.629 4.709
1262 1589 5 6 4 0 100 36.261 4.735
1262 1589 6 7 4 0 100 39.383 4.709
1262 1589 7 8 4 0 100 39.393 4.771
1262 1589 8 9 4 0 100 43.388 4.740
1262 1589 9 10 4 0 100 45.133 4.751
1262 1589 10 11 4 0 100 48.430 4.788
1262 1589 11 12 4 0 100 47.384 4.632
1262 1589 12 13 4 0 100 41.502 4.713
1262 1589 13 14 4 0 100 47.185 4.721
1262 1589 14 15 4 0 100 47.220 4.656
1262 1589 15 16 4 0 100 49.846 4.791
1262 1589 16 17 4 0 100 57.415 4.748
1262 1589 17 18 4 0 100 52.460 4.602
1262 1589 18 19 4 0 100 63.011 4.675
1262 1589 19 20 4 0 100 59.738 4.661
1262 1589 20 21 4 0 100 100.000 4.705
1262 1589 21 22 4 0 100 100.000 4.723
1262 1589 22 23 4 0 100 92.699 87.176
1262 1589 23 24 4 0 100 2.870 100.000
1262 1589 24 25 4 0 100 96.647 22.652
1589 2000 0 1 4 0 100 3.275 100.000
1589 2000 1 2 4 0 100 87.652 4.712
1589 2000 2 3 4 0 100 100.000 4.440
1589 2000 3 4 4 0 100 46.777 4.509
1589 2000 4 5 4 0 100 49.612 4.580
1589 2000 5 6 4 0 100 100.000 4.259
1589 2000 6 7 4 0 100 62.962 4.722
1589 2000 7 8 4 0 100 43.382 4.669
1589 2000 8 9 4 0 100 72.062 4.877
1589 2000 9 10 4 0 100 52.069 4.653
1589 2000 10 11 4 0 100 78.082 4.796
1589 2000 11 12 4 0 100 1.795 100.000
1589 2000 12 13 4 0 100 100.000 4.937
1589 2000 13 14 4 0 100 100.000 4.427
1589 2000 14 15 4 0 100 100.000 4.664
1589 2000 15 16 4 0 100 100.000 4.519
1589 2000 16 17 4 0 100 13.362 64.481
1589 2000 17 18 4 0 100 2.483 100.000
1589 2000 18 19 4 0 100 3.312 100.000
1589 2000 19 20 4 0 100 66.656 4.745
1589 2000 20 21 4 0 100 3.895 100.000
1589 2000 21 22 4 0 100 4.062 100.000
1589 2000 22 23 4 0 100 5.234 99.988
1589 2000 23 24 4 0 100 5.655 99.966
1589 2000 24 25 4 0 100 6.429 97.603
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis1_QC_gluon}
20 26 0 1 4 0 100 29.550 2.042
20 26 1 2 4 0 100 28.098 2.016
20 26 2 3 4 0 100 28.510 1.998
20 26 3 4 4 0 100 28.208 1.986
20 26 4 5 4 0 100 27.602 1.971
20 26 5 6 4 0 100 28.120 1.964
20 26 6 7 4 0 100 27.426 1.955
20 26 7 8 4 0 100 26.909 1.955
20 26 8 9 4 0 100 26.677 1.950
20 26 9 10 4 0 100 26.635 1.940
20 26 10 11 4 0 100 26.638 1.935
20 26 11 12 4 0 100 26.433 1.928
20 26 12 13 4 0 100 26.089 1.922
20 26 13 14 4 0 100 27.028 1.910
20 26 14 15 4 0 100 25.823 1.906
20 26 15 16 4 0 100 25.695 1.908
20 26 16 17 4 0 100 26.275 1.899
20 26 17 18 4 0 100 25.791 1.895
20 26 18 19 4 0 100 26.160 1.886
20 26 19 20 4 0 100 25.413 1.896
20 26 20 21 4 0 100 24.670 1.885
20 26 21 22 4 0 100 26.323 1.880
20 26 22 23 4 0 100 25.858 1.854
20 26 23 24 4 0 100 25.331 1.878
20 26 24 25 4 0 100 28.339 1.863
26 32 0 1 4 0 100 27.835 2.120
26 32 1 2 4 0 100 26.871 2.106
26 32 2 3 4 0 100 26.999 2.083
26 32 3 4 4 0 100 27.037 2.074
26 32 4 5 4 0 100 26.692 2.063
26 32 5 6 4 0 100 26.878 2.059
26 32 6 7 4 0 100 26.815 2.050
26 32 7 8 4 0 100 26.429 2.045
26 32 8 9 4 0 100 26.085 2.036
26 32 9 10 4 0 100 25.889 2.032
26 32 10 11 4 0 100 25.979 2.032
26 32 11 12 4 0 100 26.224 2.020
26 32 12 13 4 0 100 25.832 2.020
26 32 13 14 4 0 100 25.551 2.007
26 32 14 15 4 0 100 25.958 2.007
26 32 15 16 4 0 100 24.952 1.996
26 32 16 17 4 0 100 25.645 1.993
26 32 17 18 4 0 100 25.107 1.990
26 32 18 19 4 0 100 25.831 1.985
26 32 19 20 4 0 100 25.877 1.992
26 32 20 21 4 0 100 25.305 1.967
26 32 21 22 4 0 100 25.420 1.963
26 32 22 23 4 0 100 25.471 1.955
26 32 23 24 4 0 100 24.243 1.956
26 32 24 25 4 0 100 25.911 1.943
32 40 0 1 4 0 100 27.383 2.212
32 40 1 2 4 0 100 26.154 2.191
32 40 2 3 4 0 100 26.291 2.181
32 40 3 4 4 0 100 26.176 2.168
32 40 4 5 4 0 100 26.147 2.163
32 40 5 6 4 0 100 25.607 2.151
32 40 6 7 4 0 100 25.895 2.148
32 40 7 8 4 0 100 25.791 2.141
32 40 8 9 4 0 100 25.779 2.137
32 40 9 10 4 0 100 26.027 2.131
32 40 10 11 4 0 100 25.225 2.121
32 40 11 12 4 0 100 25.438 2.121
32 40 12 13 4 0 100 25.405 2.112
32 40 13 14 4 0 100 25.475 2.111
32 40 14 15 4 0 100 25.302 2.107
32 40 15 16 4 0 100 25.234 2.101
32 40 16 17 4 0 100 24.981 2.090
32 40 17 18 4 0 100 26.038 2.092
32 40 18 19 4 0 100 25.203 2.084
32 40 19 20 4 0 100 25.067 2.073
32 40 20 21 4 0 100 25.096 2.078
32 40 21 22 4 0 100 24.862 2.065
32 40 22 23 4 0 100 25.464 2.064
32 40 23 24 4 0 100 24.453 2.043
32 40 24 25 4 0 100 26.146 2.035
40 51 0 1 4 0 100 26.805 2.311
40 51 1 2 4 0 100 25.034 2.302
40 51 2 3 4 0 100 25.107 2.291
40 51 3 4 4 0 100 25.143 2.282
40 51 4 5 4 0 100 25.062 2.275
40 51 5 6 4 0 100 24.871 2.267
40 51 6 7 4 0 100 25.072 2.260
40 51 7 8 4 0 100 25.041 2.251
40 51 8 9 4 0 100 24.810 2.248
40 51 9 10 4 0 100 24.978 2.243
40 51 10 11 4 0 100 24.953 2.241
40 51 11 12 4 0 100 24.671 2.233
40 51 12 13 4 0 100 24.917 2.227
40 51 13 14 4 0 100 24.635 2.222
40 51 14 15 4 0 100 24.603 2.221
40 51 15 16 4 0 100 24.640 2.212
40 51 16 17 4 0 100 24.412 2.203
40 51 17 18 4 0 100 24.625 2.202
40 51 18 19 4 0 100 24.744 2.193
40 51 19 20 4 0 100 24.660 2.188
40 51 20 21 4 0 100 24.606 2.193
40 51 21 22 4 0 100 24.580 2.169
40 51 22 23 4 0 100 24.769 2.155
40 51 23 24 4 0 100 24.198 2.158
40 51 24 25 4 0 100 25.677 2.158
51 64 0 1 4 0 100 25.062 2.431
51 64 1 2 4 0 100 23.963 2.409
51 64 2 3 4 0 100 24.683 2.404
51 64 3 4 4 0 100 24.186 2.396
51 64 4 5 4 0 100 23.960 2.389
51 64 5 6 4 0 100 24.283 2.384
51 64 6 7 4 0 100 24.200 2.377
51 64 7 8 4 0 100 23.939 2.371
51 64 8 9 4 0 100 24.508 2.362
51 64 9 10 4 0 100 23.919 2.363
51 64 10 11 4 0 100 24.195 2.358
51 64 11 12 4 0 100 23.532 2.349
51 64 12 13 4 0 100 23.618 2.344
